station,date,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/13/2007,16.78,0,0,,58,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/14/2007,17.22,0,0,,41,27,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/15/2007,10.29,0,0,,45,23,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/16/2007,8.72,0,0,,54,20,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/17/2007,11.86,0,0,,66,31,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/18/2007,6.49,0,0,,64,25,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/19/2007,11.41,0,0,,75,29,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/20/2007,6.26,0,0,,71,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/21/2007,4.25,0,0,,81,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/22/2007,5.59,0,0,,81,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/23/2007,11.18,0,0,,70,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/24/2007,13.2,0.01,0,,76,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/25/2007,6.49,0,0,,69,38,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/26/2007,8.72,0,0,,82,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/27/2007,7.38,0,0,,83,40,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/28/2007,11.86,0,0,,77,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/1/2007,10.74,0.11,0,,70,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/2/2007,5.82,0,0,,71,28,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/3/2007,12.3,0,0,,62,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/4/2007,7.61,0,0,,62,29,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/5/2007,3.58,0,0,,70,23,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/6/2007,6.93,0,0,,70,28,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/7/2007,5.14,0,0,,75,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/8/2007,4.92,0,0,,77,41,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/9/2007,5.82,0,0,,79,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/10/2007,8.72,0,0,,83,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/11/2007,6.71,1.04,0,,69,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/12/2007,5.82,1.62,0,,75,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/13/2007,6.26,1.4,0,,68,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/14/2007,4.25,0.02,0,,63,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/15/2007,2.91,0,0,,77,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/16/2007,10.51,0,0,,70,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/17/2007,7.83,0,0,,73,41,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/18/2007,12.3,0,0,,76,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/19/2007,13.42,0,0,,78,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/20/2007,11.41,0,0,,77,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/21/2007,13.2,0,0,,80,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/22/2007,11.63,0.01,0,,74,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/23/2007,11.41,0,0,,76,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/24/2007,10.29,0,0,,80,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/25/2007,5.37,0.04,0,,75,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/26/2007,12.08,1.2,0,,72,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/27/2007,8.5,0,0,,80,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/28/2007,12.08,0,0,,81,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/29/2007,11.41,0.04,0,,76,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/30/2007,10.74,0.36,0,,72,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/31/2007,7.38,0.16,0,,77,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/1/2007,3.36,0,0,,82,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/2/2007,8.5,0,0,,83,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/3/2007,6.71,0,0,,81,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/4/2007,14.76,1.55,0,,72,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/5/2007,8.5,0,0,,70,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/6/2007,12.75,0,0,,68,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/7/2007,15.88,0.69,0,,50,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/8/2007,6.26,0.14,0,,50,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/9/2007,3.8,0,0,,60,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/10/2007,9.17,0,0,,71,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/11/2007,6.71,0,0,,79,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/12/2007,10.74,0,0,,80,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/13/2007,13.65,0.15,0,,83,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/14/2007,14.09,0,0,,62,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/15/2007,3.36,0,0,,72,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/16/2007,8.28,0,0,,71,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/17/2007,6.71,0.14,0,,67,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/18/2007,8.05,0,0,,76,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/19/2007,4.47,0,0,,78,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/20/2007,7.38,0,0,,78,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/21/2007,10.07,0,0,,78,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/22/2007,8.05,0,0,,72,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/23/2007,9.17,0,0,,77,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/24/2007,13.65,0.05,0,,76,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/25/2007,7.16,0.67,0,,82,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/26/2007,4.03,0,0,,79,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/27/2007,5.82,0,0,,79,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/28/2007,2.91,0,0,,83,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/29/2007,6.49,0,0,,84,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/30/2007,6.71,0.32,0,,72,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/1/2007,11.41,0,0,,82,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/2/2007,6.93,1.08,0,,81,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/3/2007,5.59,0.3,0,,82,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/4/2007,7.61,0,0,,84,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/5/2007,12.53,0,0,,82,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/6/2007,13.2,0.01,0,,86,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/7/2007,6.71,0,0,,85,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/8/2007,8.5,0,0,,85,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/9/2007,7.16,0.66,0,,83,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/10/2007,5.14,0,0,,83,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/11/2007,7.16,0,0,,84,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/12/2007,3.36,0,0,,87,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/13/2007,2.68,0,0,,90,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/14/2007,4.92,0,0,,88,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/15/2007,5.82,0,0,,87,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/16/2007,10.51,1.65,0,,81,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/17/2007,7.38,0,0,,79,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/18/2007,5.37,0,0,,81,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/19/2007,4.47,0,0,,82,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/20/2007,7.38,0,0,,81,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/21/2007,6.93,0.05,0,,78,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/22/2007,10.96,0.24,0,,84,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/23/2007,10.51,0,0,,86,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/24/2007,10.51,0.48,0,,87,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/25/2007,5.59,0.36,0,,74,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/26/2007,5.37,0.21,0,,80,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/27/2007,6.26,0,0,,81,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/28/2007,5.82,1.67,0,,84,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/29/2007,6.71,0,0,,87,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/30/2007,9.62,0,0,,88,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/31/2007,7.16,0.02,0,,86,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/1/2007,9.84,0,0,,89,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/2/2007,4.7,0,0,,89,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/3/2007,8.5,1.48,0,,91,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/4/2007,5.14,0,0,,88,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/5/2007,3.13,0,0,,88,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/6/2007,10.51,0,0,,89,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/7/2007,13.42,0,0,,92,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/8/2007,7.83,0,0,,93,78,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/9/2007,7.16,0,0,,92,76,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/10/2007,7.16,0,0,,92,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/11/2007,6.93,0,0,,91,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/12/2007,5.37,0,0,,91,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/13/2007,5.37,0,0,,93,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/14/2007,6.49,0.21,0,,92,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/15/2007,6.71,0,0,,89,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/16/2007,6.04,0.62,0,,82,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/17/2007,7.16,0.9,0,,89,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/18/2007,11.18,0,0,,91,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/19/2007,9.62,0,0,,93,77,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/20/2007,6.04,3.54,0,,80,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/21/2007,4.47,0.05,0,,84,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/22/2007,3.58,0.03,0,,83,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/23/2007,4.92,0.01,0,,86,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/24/2007,7.16,0,0,,89,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/25/2007,7.61,0.39,0,,83,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/26/2007,13.2,0,0,,91,76,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/27/2007,9.84,0.13,0,,90,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/28/2007,8.95,0.13,0,,82,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/29/2007,6.04,0,0,,89,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/30/2007,6.49,0,0,,91,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/1/2007,6.04,0.32,0,,90,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/2/2007,6.04,0.04,0,,86,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/3/2007,3.8,1.31,0,,83,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/4/2007,6.26,0.12,0,,81,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/5/2007,4.25,0.21,0,,84,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/6/2007,4.25,0.56,0,,87,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/7/2007,5.37,0.02,0,,88,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/8/2007,8.05,0.04,0,,88,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/9/2007,9.84,0,0,,90,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/10/2007,10.07,0,0,,92,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/11/2007,5.59,0,0,,92,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/12/2007,8.5,0,0,,93,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/13/2007,7.38,0,0,,91,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/14/2007,4.92,0.95,0,,86,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/15/2007,4.03,0,0,,91,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/16/2007,3.58,0,0,,93,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/17/2007,4.92,0.73,0,,83,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/18/2007,4.47,0.37,0,,86,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/19/2007,5.37,0,0,,86,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/20/2007,5.14,1.46,0,,75,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/21/2007,5.37,0.23,0,,86,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/22/2007,1.57,0,0,,91,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/23/2007,2.91,0.06,0,,92,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/24/2007,2.68,0,0,,88,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/25/2007,3.13,0.36,0,,78,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/26/2007,4.7,0.73,0,,86,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/27/2007,3.8,0.11,0,,85,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/28/2007,2.46,0,0,,89,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/29/2007,3.8,0,0,,91,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/30/2007,6.04,0,0,,92,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/31/2007,4.7,0,0,,92,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/1/2007,4.92,0,0,,94,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/2/2007,3.58,0,0,,93,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/3/2007,3.36,0,0,,91,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/4/2007,5.37,0,0,,92,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/5/2007,7.16,0,0,,92,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/6/2007,10.51,0,0,,93,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/7/2007,9.62,0,0,,93,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/8/2007,9.84,0,0,,93,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/9/2007,5.37,0,0,,93,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/10/2007,2.68,0,0,,94,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/11/2007,3.8,0,0,,96,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/12/2007,3.8,0,0,,99,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/13/2007,4.47,0,0,,99,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/14/2007,2.91,0,0,,98,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/15/2007,3.8,0,0,,97,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/16/2007,12.75,1.38,0,,85,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/17/2007,8.05,0.01,0,,91,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/18/2007,10.29,0,0,,93,76,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/19/2007,9.62,0,0,,93,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/20/2007,7.38,0,0,,93,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/21/2007,4.25,0.22,0,,91,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/22/2007,4.92,0.04,0,,93,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/23/2007,7.38,0,0,,94,76,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/24/2007,7.83,0,0,,93,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/25/2007,3.8,0,0,,93,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/26/2007,3.36,0.02,0,,92,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/27/2007,5.14,0,0,,93,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/28/2007,3.8,0,0,,91,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/29/2007,3.36,0.03,0,,93,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/30/2007,3.36,0,0,,91,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/31/2007,6.71,0.49,0,,92,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/1/2007,5.14,0,0,,92,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/2/2007,3.36,0.02,0,,88,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/3/2007,2.24,0.04,0,,83,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/4/2007,3.58,0.2,0,,83,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/5/2007,10.29,0,0,,88,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/6/2007,10.07,0,0,,91,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/7/2007,7.83,0,0,,92,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/8/2007,5.14,0,0,,93,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/9/2007,2.91,0,0,,93,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/10/2007,3.36,0,0,,92,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/11/2007,10.07,0.28,0,,79,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/12/2007,9.17,0,0,,87,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/13/2007,1.79,0,0,,90,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/14/2007,3.13,0,0,,93,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/15/2007,3.58,0.01,0,,91,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/16/2007,3.8,0,0,,89,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/17/2007,4.7,0,0,,90,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/18/2007,4.03,0,0,,91,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/19/2007,4.47,0,0,,92,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/20/2007,2.68,0,0,,90,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/21/2007,2.24,0,0,,91,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/22/2007,2.46,0,0,,93,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/23/2007,5.14,0,0,,90,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/24/2007,5.37,0,0,,91,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/25/2007,2.68,0,0,,92,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/26/2007,1.79,0,0,,92,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/27/2007,3.13,0,0,,94,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/28/2007,4.92,0,0,,92,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/29/2007,5.82,0.18,0,,90,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/30/2007,6.49,0,0,,92,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/1/2007,3.36,0.11,0,,90,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/2/2007,7.38,0,0,,91,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/3/2007,3.8,0,0,,90,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/4/2007,3.36,0,0,,91,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/5/2007,3.36,0,0,,93,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/6/2007,5.14,0,0,,90,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/7/2007,3.8,0,0,,90,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/8/2007,4.03,0,0,,91,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/9/2007,8.5,0,0,,88,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/10/2007,5.37,0,0,,89,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/11/2007,2.46,0,0,,88,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/12/2007,4.47,0,0,,87,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/13/2007,8.05,0,0,,88,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/14/2007,11.18,0,0,,91,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/15/2007,9.17,0,0,,90,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/16/2007,6.04,0,0,,72,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/17/2007,7.83,0,0,,93,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/18/2007,6.71,0,0,,92,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/19/2007,3.36,0,0,,87,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/20/2007,8.28,0,0,,90,47,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/21/2007,9.84,0,0,,89,52,
