age,gender,ethnicity,gameplayFreq,gambling,esports,token,simulated,real_money,lootbox,problem_gambling,gaming_disorder,mainGame
30,1,0,1,10,1,0,1,0,1,1,1,Rollercoaster tycoon
21,1,0,0,0,0,0,0,0,1,0,1,Professor Layton
42,1,0,1,3,0,0,0,0,0,0,1,plants vs zombies
58,1,0,1,5,0,0,0,0,1,0,1,Panda Pop
40,1,0,0,6,0,0,0,0,0,0,1,NA
22,1,1,0,2,0,0,0,0,1,1,1,N/A
30,1,0,0,4,0,0,0,0,1,1,1,N/A
20,1,1,1,8,0,1,1,0,0,1,1,N/A
28,1,0,0,6,0,0,0,0,1,0,1,N/A
58,1,0,1,3,0,0,0,0,1,0,1,N/A
24,1,0,1,0,0,1,0,0,0,0,1,N/A
65,1,0,1,8,0,0,0,0,1,0,1,N/A
50,1,0,0,2,0,0,0,0,0,0,1,n/a
50,1,1,0,5,0,0,0,0,1,1,1,n/a
19,1,0,1,5,0,0,0,0,0,0,1,Minecraft
38,1,0,1,6,0,0,0,0,0,1,1,minecraft
44,1,0,1,9,1,0,1,1,0,1,1,lara croft
44,1,0,1,0,0,0,0,0,1,0,1,Harry Potter:Wizards Unite
30,1,0,1,5,0,0,0,0,0,1,1,Guild Wars 2
31,1,0,1,7,0,0,0,0,0,0,1,Ghost warrior
45,1,0,1,10,1,0,1,0,1,1,1,fortnite
26,1,1,1,1,0,0,0,0,0,0,1,Final Fantasy XV
46,1,0,0,5,0,0,0,0,1,0,1,Candy Mania
25,1,0,1,5,0,0,0,1,0,1,1,Battlefield 1
22,0,1,1,3,0,0,1,0,0,1,1,WoW
34,0,0,1,5,0,0,1,0,0,1,1,World of Warcraft
26,0,0,1,3,0,0,0,0,0,0,1,Witcher 3
22,0,0,1,1,0,0,0,0,0,1,1,TF2
34,0,1,1,11,0,0,0,0,0,1,1,star wars
21,0,1,1,5,0,0,0,0,0,0,1,Rocket League
24,0,0,1,8,1,1,1,1,0,1,1,Rocket League
18,0,0,1,1,0,0,0,0,0,0,1,Rainbow Six Siege
25,0,0,1,0,0,0,0,0,0,1,1,Rainbow Six Siege
18,0,0,1,5,0,0,1,0,0,0,1,Payday 2
19,0,0,0,2,0,1,1,1,1,0,1,NA
32,0,0,1,2,0,0,0,0,0,0,1,N/A
62,0,0,0,7,0,0,0,0,1,0,1,N/A
41,0,1,1,6,0,0,0,0,0,0,1,N/A
49,0,0,1,5,0,0,1,0,1,1,1,N/A
43,0,0,1,3,0,0,0,0,0,1,1,N/A
32,0,0,1,3,0,0,0,0,1,0,1,N/A
27,0,0,1,3,0,0,0,0,1,0,1,N/A
40,0,0,0,7,0,0,0,1,1,0,1,N/A
21,0,1,1,0,0,0,0,0,1,0,1,Monster Hunter World
28,0,0,1,5,1,0,0,0,0,0,1,League of legends
20,0,0,1,2,0,0,0,0,1,1,1,Hearts of Iron 4
60,0,0,1,10,0,0,1,0,0,0,1,Gems of War
35,0,1,1,6,0,0,1,0,1,1,1,Final Fantasy XV
26,0,0,1,4,0,0,0,0,0,0,1,Final Fantasy XIV
20,0,0,1,4,0,0,1,0,0,1,1,FIFA
20,0,0,1,8,0,0,1,1,0,1,1,Fifa
21,0,1,1,4,1,1,0,0,0,0,1,DOTA2
21,0,0,1,1,0,0,0,0,0,0,1,Destiny 2 on PC
18,0,0,1,3,0,0,0,0,0,0,1,Destiny 2
27,0,1,1,4,0,0,0,1,0,0,1,Crusader Kings 2
23,0,0,1,7,0,0,0,0,0,0,1,Classic World of Warcraft
34,0,1,1,8,0,1,0,1,1,1,1,Clash of clans
30,0,1,1,11,0,0,0,0,0,1,1,call of duty
26,0,0,1,3,0,0,0,0,0,0,1,Apex Legends
56,1,0,1,5,0,0,0,0,0,0,1,World of warcraft
19,1,0,0,2,0,0,0,1,1,0,1,SUPER MARIO BROS
25,1,0,1,3,0,1,0,0,0,0,1,Splatoon 2
23,1,0,1,2,0,0,0,0,0,0,1,SIMS 4
18,1,0,1,2,0,0,0,0,1,0,1,Sims 4
22,1,0,1,4,0,0,0,0,1,1,1,Red dead redemption
23,1,0,1,5,0,0,0,0,1,0,1,Pokemon Go
28,1,0,1,4,0,0,0,0,1,0,1,PlanetSide 2
26,1,0,1,2,0,0,0,0,1,0,1,N/A
24,1,0,1,5,0,0,0,0,0,1,1,"My Time at Portia, The Long Dark and Overwatch"
28,1,0,0,7,1,0,0,0,1,0,1,Mobile device
19,1,0,1,2,0,0,0,0,1,0,1,Minecraft
42,1,0,1,6,0,0,0,0,0,1,1,Harvest moon
26,1,0,1,8,1,1,1,1,0,1,1,Fortnite
73,1,0,0,11,0,0,0,0,1,1,1,Candy Crush
35,1,1,1,2,0,0,0,0,1,0,1,brain training
31,0,0,1,8,1,1,1,0,0,1,1,World of Warcraft and Battlefield 5
29,0,1,1,9,1,0,0,1,0,1,1,World of Warcraft
45,0,0,1,8,0,0,0,1,0,0,1,World of Warcraft
20,0,0,1,1,0,0,0,0,0,0,1,Team Fortress 2
28,0,0,1,5,0,0,0,0,1,0,1,Spiderman PS4
30,0,0,1,2,0,0,0,0,0,0,1,Rocket League
38,0,0,1,10,0,0,0,0,0,0,1,Rocket League
37,0,1,1,4,0,0,0,0,0,1,1,Red dead redemption 2
18,0,0,1,5,0,0,0,0,0,1,1,Red Dead Redemption
59,0,0,1,5,0,0,0,0,0,0,1,Pubg
34,0,0,1,1,0,0,1,0,0,1,1,Nioh
19,0,1,1,0,0,0,0,0,0,1,1,N/A
35,0,0,1,5,0,1,0,0,0,0,1,N/A
42,0,0,1,2,0,1,0,0,0,0,1,n/a
32,0,0,1,11,1,0,1,1,1,1,1,Mortal Kombat
25,0,0,1,6,1,0,1,0,0,1,1,League of Legends
65,0,0,1,9,0,0,0,0,0,1,1,Fortnite
50,0,0,1,8,0,0,0,0,1,1,1,Fifa18
33,0,0,1,7,0,0,1,0,0,0,1,Crusaider Kings 2
27,0,0,1,8,0,1,1,0,0,1,1,Cossacks 3
50,0,1,1,6,0,0,0,0,1,0,1,Command and Conquer - Generals and Zero Hour
50,0,0,1,7,0,0,0,0,1,1,1,Black Desert Online
23,0,1,1,7,0,0,1,0,0,1,1,Audition Dance Battle
29,0,1,1,11,1,1,0,1,0,1,1,asphalt
18,1,0,1,0,0,0,0,0,1,0,1,Sims
28,1,0,1,7,0,1,1,0,0,1,1,Silent hill
32,1,0,1,7,0,0,0,0,0,0,1,Resident Evil
42,1,1,1,6,0,0,0,0,1,0,1,N/A
18,1,1,0,5,0,0,0,0,1,0,1,N/A
31,1,0,1,11,1,0,0,0,1,1,1,n/a
18,1,0,1,7,0,0,1,0,0,1,1,n/a
59,1,0,1,9,1,1,0,0,1,1,1,n.a
45,1,0,1,6,0,0,1,0,1,1,1,mario brothers
18,1,1,1,4,0,0,0,0,0,0,1,League of Legends
71,1,0,1,3,0,0,0,0,1,0,1,June’s Journey
27,1,0,0,1,0,0,0,0,1,0,1,Gardenscapes
51,1,0,1,6,0,0,0,0,1,0,1,Frozen
61,1,0,1,8,0,1,1,1,0,1,1,Fortnight
26,1,0,1,6,0,0,0,0,0,0,1,Fallout 4
68,1,0,1,2,0,0,0,0,1,0,1,Fallout 4
48,1,0,1,4,0,0,0,0,0,0,1,entropia universe
40,1,0,0,6,0,0,0,0,1,0,1,Drag ‘n’ merge
65,1,0,1,7,0,0,1,0,0,1,1,cards
57,1,0,1,10,0,0,0,0,1,1,1,Candy crush
38,0,1,1,11,1,1,1,1,0,1,1,Avenger
46,0,0,1,7,0,0,0,0,0,0,1,Farcry 5
35,0,0,1,11,1,1,1,1,0,1,1,World Of Warcraft
34,0,0,1,8,0,1,1,1,0,0,1,Tekken 7
32,0,0,1,8,0,0,1,0,0,1,1,Rocket league
43,0,0,1,6,0,0,0,0,1,1,1,N/A
31,0,0,1,1,0,0,0,0,0,0,1,N/A
50,0,0,1,3,0,0,0,0,0,0,1,Monster Hunter Generations Ultimate
40,0,0,1,11,1,1,1,1,0,1,1,MARVEL Contest of Champion
33,0,0,1,9,1,1,1,1,1,1,1,Grand theft auto
21,0,1,1,10,0,0,1,0,0,1,1,Fortnite
19,0,0,1,2,0,1,0,0,0,1,1,Dota 2
25,0,1,1,9,0,0,0,0,0,0,1,Counter Strike
21,1,0,1,5,0,0,0,0,0,1,1,the sims
21,1,0,1,2,1,1,0,0,0,1,1,Overwatch
49,1,0,1,9,0,0,1,0,1,1,1,N/A
65,1,0,1,10,0,0,0,0,0,1,1,DONKEY KONG
62,1,0,1,1,0,0,0,0,0,0,1,cookie ham
39,1,0,1,4,0,1,0,0,0,0,1,Battle for polytopia
42,0,0,1,2,0,0,0,0,0,1,1,world of warcraft
63,0,0,1,7,0,0,0,0,0,0,1,Warlords of aturnum
31,0,1,1,10,0,1,1,1,0,1,1,starcraft 2
39,0,1,1,4,0,0,0,0,1,1,1,PS4
23,0,1,1,1,1,0,0,1,0,1,1,Path of Exile
50,0,0,0,2,0,0,0,0,0,1,1,Medal Of honour
18,0,0,1,6,0,1,0,0,0,1,1,Grand theft auto 5
36,0,0,1,10,0,0,1,1,0,1,1,Fallout 76
30,0,0,1,0,0,1,0,1,0,0,1,"Doom, Rainbow 6 siege, Final Fantasy 7"
40,0,0,1,11,0,0,0,1,0,1,1,call of duty black ops 4
47,0,0,1,11,1,0,1,1,0,1,1,Borderlands
27,1,0,1,7,0,0,1,1,1,1,1,the sims 4
39,1,0,1,7,0,0,1,0,0,1,1,Skyrim
61,1,0,1,11,1,0,0,0,1,1,1,N)A
47,1,0,1,9,0,1,0,1,1,1,1,Klondike
21,0,0,1,3,0,0,1,0,0,0,1,Overwatch
23,0,0,1,10,1,1,1,1,0,1,1,N/A
21,0,1,1,2,0,1,0,0,0,1,1,league of legends
41,1,1,1,11,0,1,1,0,1,1,1,N/A
45,1,0,1,7,0,0,0,0,1,1,1,Dragons merge
40,1,0,1,5,0,0,0,0,0,0,1,civilization 6
33,0,1,1,1,0,0,0,0,0,0,1,Rocket League
28,0,0,1,8,0,0,0,1,1,1,1,read dead
21,0,0,1,11,1,1,1,1,0,1,1,Overwatch
30,0,0,1,8,0,0,0,0,0,1,1,Fifa
33,0,0,1,7,1,0,0,0,0,0,1,fallout 76
22,0,0,1,8,0,0,0,0,0,1,1,Battlefield.
52,0,0,1,7,0,0,0,0,1,1,1,Space invaders
34,0,1,1,11,1,1,1,1,0,1,1,Pokenon
21,0,0,1,7,1,0,0,0,0,1,1,League of Legends
40,1,0,1,9,1,0,0,0,1,1,1,Cooking Fever
